	index	score_df1	claim_name	ncbi_gene_id_df1	ncbi_gene_id_df2	score_df2	score_ratio	Category	Bipolar Linked Paper	Bipolar Linked?
4155	2995	0.0001675743611	TPP1	1200	1200	0.0001657917548	1.010752081			
4290	3148	0.0001675743611	GAMT	2593	2593	0.0001657917548	1.010752081			
4165	2990	0.0001675743611	MAS1	4142	4142	0.0001657917548	1.010752081			
4164	3004	0.0001675743611	COX7A2P2	1348	1348	0.0001657917548	1.010752081			
4166	2989	0.0001675743611	ITGA2	3673	3673	0.0001657917548	1.010752081			
949	2124	0.0001675743611	IL18RAP	8807	8807	0.0001657917548	1.010752081			
4168	2979	0.0001675743611	CRAT	1384	1384	0.0001657917548	1.010752081			
1204	1905	0.0001675743611	NRP1	8829	8829	0.0001657917548	1.010752081			
1266	461	0.0001675743611	HOXA7	3204	3204	0.0001657917548	1.010752081			
1206	2186	0.0001675743611	FLI1	2313	2313	0.0001657917548	1.010752081			
4153	2993	0.0001675743611	FFAR2	2867	2867	0.0001657917548	1.010752081			
1324	434	0.0001675743611	FFAR3	2865	2865	0.0001657917548	1.010752081			
683	1336	0.0001675743611	EN2	2020	2020	0.0001657917548	1.010752081			
4098	3078	0.0001675743611	DHPS	1725	1725	0.0001657917548	1.010752081			
1789	686	0.0001675743611	IL18R1	8809	8809	0.0001657917548	1.010752081			
1799	1108	0.0001675743611	AOC3	8639	8639	0.0001657917548	1.010752081			
1809	1095	0.0001675743611	PRMT5	10419	10419	0.0001657917548	1.010752081			
1822	1151	0.0001675743611	IFNB1	3456	3456	0.0001657917548	1.010752081			
1830	1140	0.0001675743611	DDR1	780	780	0.0001657917548	1.010752081			
1897	1054	0.0001675743611	CD248	57124	57124	0.0001657917548	1.010752081			
1933	1288	0.0001675743611	KLRC1	3821	3821	0.0001657917548	1.010752081			
689	1528	0.0001675743611	EYA3	2140	2140	0.0001657917548	1.010752081			
2014	1011	0.0001675743611	MOBP	4336	4336	0.0001657917548	1.010752081			
2017	783	0.0001675743611	DDAH1	23576	23576	0.0001657917548	1.010752081			
2037	774	0.0001675743611	UQCR10	29796	29796	0.0001657917548	1.010752081			
2073	810	0.0001675743611	HOXD11	3237	3237	0.0001657917548	1.010752081			
2260	911	0.0001675743611	MOCS1	4337	4337	0.0001657917548	1.010752081			
3864	3424	0.0001675743611	DAG1	1605	1605	0.0001657917548	1.010752081			
3880	3422	0.0001675743611	GRN	2896	2896	0.0001657917548	1.010752081			
3990	3556	0.0001675743611	HOXB6	3216	3216	0.0001657917548	1.010752081			
4006	3539	0.0001675743611	CD8A	925	925	0.0001657917548	1.010752081			
4037	3433	0.0001675743611	GPR18	2841	2841	0.0001657917548	1.010752081			
4046	3439	0.0001675743611	GLUD1	2746	2746	0.0001657917548	1.010752081			
4047	3460	0.0001675743611	KHSRP	8570	8570	0.0001657917548	1.010752081			
2293	3983	0.0001675743611	COX10	1352	1352	0.0001657917548	1.010752081			
2327	4018	0.0001675743611	CPSF3	51692	51692	0.0001657917548	1.010752081			
2333	3994	0.0001675743611	GJA8	2703	2703	0.0001657917548	1.010752081			
2000	1212	0.0001675743611	NPY4R	5540	5540	0.0001657917548	1.010752081			
2338	3993	0.0001675743611	AP1B1	162	162	0.0001657917548	1.010752081			
3684	2394	0.0001675743611	SELPLG	6404	6404	0.0001657917548	1.010752081			
3686	2396	0.0001675743611	DLL3	10683	10683	0.0001657917548	1.010752081			
3696	2502	0.0001675743611	UQCRB	7381	7381	0.0001657917548	1.010752081			
3721	2583	0.0001675743611	NEU3	10825	10825	0.0001657917548	1.010752081			
3779	2535	0.0001675743611	IL20	50604	50604	0.0001657917548	1.010752081			
3826	2550	0.0001675743611	NAAA	27163	27163	0.0001657917548	1.010752081			
2383	3912	0.0001675743611	BIK	638	638	0.0001657917548	1.010752081			
2401	3913	0.0001675743611	HINT1	3094	3094	0.0001657917548	1.010752081			
2404	3918	0.0001675743611	HOXC6	3223	3223	0.0001657917548	1.010752081			
2415	4134	0.0001675743611	TPPP	11076	11076	0.0001657917548	1.010752081			
2494	4053	0.0001675743611	DVL1	1855	1855	0.0001657917548	1.010752081			
2522	4082	0.0001675743611	OAT	4942	4942	0.0001657917548	1.010752081			
2535	4080	0.0001675743611	HOXC8	3224	3224	0.0001657917548	1.010752081			
2561	3676	0.0001675743611	CD200	4345	4345	0.0001657917548	1.010752081			
2562	3679	0.0001675743611	HSPA9	3313	3313	0.0001657917548	1.010752081			
2586	3706	0.0001675743611	FGF23	8074	8074	0.0001657917548	1.010752081			
2608	3700	0.0001675743611	MASP2	10747	10747	0.0001657917548	1.010752081			
3577	2446	0.0001675743611	LPAR3	23566	23566	0.0001657917548	1.010752081			
3626	2427	0.0001675743611	LTBR	4055	4055	0.0001657917548	1.010752081			
3647	2360	0.0001675743611	RPA1	6117	6117	0.0001657917548	1.010752081			
2632	3606	0.0001675743611	GYPE	2996	2996	0.0001657917548	1.010752081			
2638	3575	0.0001675743611	HNRNPH3	3189	3189	0.0001657917548	1.010752081			
2661	3628	0.0001675743611	ERVW-1	30816	30816	0.0001657917548	1.010752081			
2669	3627	0.0001675743611	LGR4	55366	55366	0.0001657917548	1.010752081			
2688	3836	0.0001675743611	GAPDHP71	2613	2613	0.0001657917548	1.010752081			
2692	3831	0.0001675743611	TLX1	3195	3195	0.0001657917548	1.010752081			
2693	3832	0.0001675743611	HOXB5	3215	3215	0.0001657917548	1.010752081			
2704	3815	0.0001675743611	SGPP1	81537	81537	0.0001657917548	1.010752081			
2714	3838	0.0001675743611	IL31RA	133396	133396	0.0001657917548	1.010752081			
2717	3859	0.0001675743611	TMSB4X	7114	7114	0.0001657917548	1.010752081			
2336	3991	0.0001675743611	SEPTIN7	989	989	0.0001657917548	1.010752081			
2751	3744	0.0001675743611	CSN1S1	1446	1446	0.0001657917548	1.010752081			
2755	3748	0.0001675743611	GTF2I	2969	2969	0.0001657917548	1.010752081			
2791	3779	0.0001675743611	DHX36	170506	170506	0.0001657917548	1.010752081			
2760	3753	0.0001675743611	RSPO3	84870	84870	0.0001657917548	1.010752081			
3511	2831	0.0001675743611	IL22	50616	50616	0.0001657917548	1.010752081			
3534	2873	0.0001675743611	GK4P	2716	2716	0.0001657917548	1.010752081			
3560	2657	0.0001675743611	TYRP1	7306	7306	0.0001657917548	1.010752081			
3487	2929	0.0001675743611	APLNR	187	187	0.0001657917548	1.010752081			
3573	2458	0.0001675743611	EMP3	2014	2014	0.0001657917548	1.010752081			
2816	4572	0.0001675743611	EDA	1896	1896	0.0001657917548	1.010752081			
2817	4573	0.0001675743611	GPR6	2830	2830	0.0001657917548	1.010752081			
2818	4575	0.0001675743611	HOXB3	3213	3213	0.0001657917548	1.010752081			
2821	4578	0.0001675743611	TREM1	54210	54210	0.0001657917548	1.010752081			
2828	4551	0.0001675743611	KLK7	5650	5650	0.0001657917548	1.010752081			
2843	4608	0.0001675743611	CD1D	912	912	0.0001657917548	1.010752081			
3570	2455	0.0001675743611	RAPGEF1	2889	2889	0.0001657917548	1.010752081			
2888	4474	0.0001675743611	P4HA1	5033	5033	0.0001657917548	1.010752081			
2890	4477	0.0001675743611	HOXD3	3232	3232	0.0001657917548	1.010752081			
2892	4479	0.0001675743611	GPX7	2882	2882	0.0001657917548	1.010752081			
2902	4537	0.0001675743611	AUH	549	549	0.0001657917548	1.010752081			
3311	2736	0.0001675743611	HNRNPAB	3182	3182	0.0001657917548	1.010752081			
3320	2747	0.0001675743611	GALT	2592	2592	0.0001657917548	1.010752081			
3343	2772	0.0001675743611	MCAM	4162	4162	0.0001657917548	1.010752081			
3388	2670	0.0001675743611	ZBTB48	3104	3104	0.0001657917548	1.010752081			
3391	2673	0.0001675743611	CRYGGP	1424	1424	0.0001657917548	1.010752081			
3460	2899	0.0001675743611	SIGLEC8	27181	27181	0.0001657917548	1.010752081			
2905	4536	0.0001675743611	CNTN1	1272	1272	0.0001657917548	1.010752081			
2940	4730	0.0001675743611	FTH1P21	2510	2510	0.0001657917548	1.010752081			
2941	4731	0.0001675743611	HOXD9	3235	3235	0.0001657917548	1.010752081			
2947	4700	0.0001675743611	GAB1	2549	2549	0.0001657917548	1.010752081			
2948	4701	0.0001675743611	DMBT1	1755	1755	0.0001657917548	1.010752081			
2882	4503	0.0001675743611	EEF1A2	1917	1917	0.0001657917548	1.010752081			
2951	4704	0.0001675743611	KHK	3795	3795	0.0001657917548	1.010752081			
2955	4708	0.0001675743611	EIF2AK1	27102	27102	0.0001657917548	1.010752081			
445	1625	0.0001675743611	LINGO1	84894	84894	0.0001657917548	1.010752081			
3253	4357	0.0001675743611	HOXC12	3228	3228	0.0001657917548	1.010752081			
3257	4379	0.0001675743611	HOXD8	3234	3234	0.0001657917548	1.010752081			
3268	4392	0.0001675743611	BICD1	636	636	0.0001657917548	1.010752081			
3278	4366	0.0001675743611	RNASE1	6035	6035	0.0001657917548	1.010752081			
446	1627	0.0001675743611	ICOSLG	23308	23308	0.0001657917548	1.010752081			
2966	4758	0.0001675743611	GSPT1	2935	2935	0.0001657917548	1.010752081			
2968	4760	0.0001675743611	GPS2	2874	2874	0.0001657917548	1.010752081			
2993	4698	0.0001675743611	DLD	1738	1738	0.0001657917548	1.010752081			
2996	4644	0.0001675743611	PARG	8505	8505	0.0001657917548	1.010752081			
3012	4642	0.0001675743611	FTH1P1	2496	2496	0.0001657917548	1.010752081			
3013	4641	0.0001675743611	CSN3	1448	1448	0.0001657917548	1.010752081			
3018	4640	0.0001675743611	ACTG2	72	72	0.0001657917548	1.010752081			
3296	2758	0.0001675743611	PGA5	5222	5222	0.0001657917548	1.010752081			
3026	4689	0.0001675743611	LCT	3938	3938	0.0001657917548	1.010752081			
3076	4310	0.0001675743611	NCBP2	22916	22916	0.0001657917548	1.010752081			
3079	4313	0.0001675743611	LILRA4	23547	23547	0.0001657917548	1.010752081			
3077	4311	0.0001675743611	NCBP1	4686	4686	0.0001657917548	1.010752081			
3217	4449	0.0001675743611	CANX	821	821	0.0001657917548	1.010752081			
3219	4444	0.0001675743611	KIR3DL2	3812	3812	0.0001657917548	1.010752081			
3225	4393	0.0001675743611	CSN2	1447	1447	0.0001657917548	1.010752081			
3207	4451	0.0001675743611	NODAL	4838	4838	0.0001657917548	1.010752081			
3227	4344	0.0001675743611	CRY2	1408	1408	0.0001657917548	1.010752081			
3238	4356	0.0001675743611	HOXC13	3229	3229	0.0001657917548	1.010752081			
3097	4294	0.0001675743611	POLRMT	5442	5442	0.0001657917548	1.010752081			
3093	4290	0.0001675743611	HOXB4	3214	3214	0.0001657917548	1.010752081			
3110	4196	0.0001675743611	MADCAM1	8174	8174	0.0001657917548	1.010752081			
3170	4430	0.0001675743611	FOXA1	3169	3169	0.0001657917548	1.010752081			
3176	4398	0.0001675743611	CDH3	1001	1001	0.0001657917548	1.010752081			
3189	4431	0.0001675743611	HLA-DRB6	3128	3128	0.0001657917548	1.010752081			
3003	4651	0.0001675743611	POLR1A	25885	25885	0.0001657917549	1.01075208			
3328	2793	0.0001675743611	POLR3A	11128	11128	0.0001657917549	1.01075208			
1837	1130	0.0001675743611	ERN1	2081	2081	0.000165791755	1.01075208			
938	2119	0.0001675743611	PPP3CA	5530	5530	0.0001657917551	1.010752079			
1097	1798	0.0001675743611	HPGDS	27306	27306	0.0001657917552	1.010752079			
4095	3074	0.0001675743611	LRRC59	55379	55379	0.0001657917552	1.010752078			
3355	2784	0.0001675743611	VPS35	55737	55737	0.0001657917552	1.010752078			
2745	3852	0.0001675743611	HPCA	3208	3208	0.0001657917555	1.010752077			
2757	3750	0.0001675743611	HOXA13	3209	3209	0.0001657917555	1.010752077			
3662	2389	0.0001675743611	CYP26A1	1592	1592	0.0001657917556	1.010752076			
2742	3849	0.0001675743611	CRYGB	1419	1419	0.0001657917557	1.010752075			
2411	3927	0.0001675743611	CRYZP1	1430	1430	0.0001657917557	1.010752075			
2405	3919	0.0001675743611	CRYGC	1420	1420	0.0001657917557	1.010752075			
2756	3749	0.0001675743611	CRYGA	1418	1418	0.0001657917557	1.010752075			
818	1984	0.0001675743611	CNGB1	1258	1258	0.0001657917567	1.010752069			
1583	144	0.0001675743611	LPAR1	1902	1902	0.0001657917615	1.01075204			
4313	3136	0.0001675743611	EIF4G2	1982	1982	0.0001657917814	1.010751919			
3148	4218	0.0001675743611	GK	2710	2710	0.0001657918038	1.010751782			
1911	1255	0.0001675743611	EIF2AK3	9451	9451	0.0001657919084	1.010751144			
2357	3904	0.0001675743611	DBN1	1627	1627	0.0001657919738	1.010750745			
3846	3382	0.0001675743611	ADARB1	104	104	0.0001657919919	1.010750635			
2479	4146	0.0001675743611	ACVR2B	93	93	0.0001657920173	1.010750481			
3436	2913	0.0001675743611	P2RY11	5032	5032	0.0001657920437	1.010750319			
4032	3458	0.0001675743611	TNFRSF13C	115650	115650	0.0001657920917	1.010750027			
3259	4381	0.0001675743611	FDX1P1	2231	2231	0.0001657921125	1.0107499			
2291	3981	0.0001675743611	DDX6	1656	1656	0.0001657922361	1.010749146			
2560	3675	0.0001675743611	ACVR2A	92	92	0.0001657922724	1.010748925			
977	2110	0.0001675743611	IL5RA	3568	3568	0.0001657922982	1.010748768			
3157	4470	0.0001675743611	P2RY6	5031	5031	0.0001657923087	1.010748704			
4002	3555	0.0001675743611	GPR27	2850	2850	0.0001657923522	1.010748439			
1508	582	0.0001675743611	LGALS8	3964	3964	0.0001657923701	1.010748329			
3671	2407	0.0001675743611	LGALS9	3965	3965	0.0001657923701	1.010748329			
4272	3243	0.0001675743611	CYP3A51P	1578	1578	0.0001657924253	1.010747993			
397	2314	0.0001675743611	DNAH6	1768	1768	0.0001657924254	1.010747992			
3089	4286	0.0001675743611	PARP1P2	145	145	0.0001657924254	1.010747992			
4088	3067	0.0001675743611	IL1RL1	9173	9173	0.0001657924259	1.01074799			
4220	3220	0.0001675743611	E2F3P1	1872	1872	0.0001657924278	1.010747978			
3094	4291	0.0001675743611	BFSP1	631	631	0.000165792669	1.010746508			
3834	2969	0.0001675743611	CPOX	1371	1371	0.0001657926875	1.010746394			
4330	3193	0.0001675743611	PPOX	5498	5498	0.0001657926875	1.010746394			
4344	3169	0.0001675743611	NPR3	4883	4883	0.0001657927633	1.010745933			
3522	2828	0.0001675743611	RAMP2	10266	10266	0.000165792782	1.010745819			
1893	1058	0.0001675743611	IFNLR1	163702	163702	0.0001657930523	1.010744171			
4183	3034	0.0001675743611	IL22RA1	58985	58985	0.0001657932668	1.010742863			
1051	1793	0.0001675743611	IL13RA1	3597	3597	0.0001657933129	1.010742582			
1391	1298	0.0001675743611	IL13RA2	3598	3598	0.0001657933129	1.010742582			
4125	3109	0.0001675743611	PDK4	5166	5166	0.0001657934355	1.010741835			
1057	2219	0.0001675743611	PDK2	5164	5164	0.0001657934355	1.010741835			
3526	2826	0.0001675743611	PDK3	5165	5165	0.0001657934355	1.010741835			
452	2259	0.0001675743611	ELF4	2000	2000	0.0001657934373	1.010741824			
3506	2840	0.0001675743611	CTSH	1512	1512	0.0001657934823	1.010741549			
1228	1831	0.0001675743611	LGALS1	3956	3956	0.0001657936596	1.010740468			
2570	3651	0.0001675743611	U2AF1	7307	7307	0.0001657937266	1.01074006			
2450	4024	0.0001675743611	ZRSR2	8233	8233	0.0001657937266	1.01074006			
2956	4709	0.0001675743611	GANAB	23193	23193	0.0001657937738	1.010739772			
3493	2935	0.0001675743611	ADCY5	111	111	0.000165793794	1.010739649			
696	1496	0.0001675743611	GPR15	2838	2838	0.0001657938812	1.010739117			
3080	4314	0.0001675743611	CD72	971	971	0.0001657939731	1.010738557			
3766	2577	0.0001675743611	CD79A	973	973	0.0001657939731	1.010738557			
3087	4301	0.0001675743611	GSTA3	2940	2940	0.0001657940436	1.010738127			
3113	4199	0.0001675743611	MBD4	8930	8930	0.0001657944545	1.010735622			
2385	3932	0.0001675743611	CPN2	1370	1370	0.000165794889	1.010732973			
4158	2998	0.0001675743611	HNRNPH1	3187	3187	0.0001657949975	1.010732312			
2322	4013	0.0001675743611	DSG3	1830	1830	0.0001657951158	1.010731591			
2361	3908	0.0001675743611	DSC2	1824	1824	0.0001657951158	1.010731591			
2762	3755	0.0001675743611	GFPT1	2673	2673	0.0001657951247	1.010731537			
1144	2233	0.0001675743611	PORCN	64840	64840	0.0001657951269	1.010731523			
3126	4209	0.0001675743611	LPAR5	57121	57121	0.0001657951359	1.010731468			
4119	3082	0.0001675743611	INHBE	83729	83729	0.0001657951746	1.010731232			
716	2326	0.0001675743611	NPFFR1	64106	64106	0.0001657952073	1.010731033			
2659	3635	0.0001675743611	NPFFR2	10886	10886	0.0001657952073	1.010731033			
3049	4274	0.0001675743611	MC3R	4159	4159	0.0001657953371	1.010730241			
3019	4638	0.0001675743611	CD24P3	937	937	0.000165795402	1.010729846			
2657	3633	0.0001675743611	CYLC1	1538	1538	0.0001657954676	1.010729446			
3368	2685	0.0001675743611	EXT2	2132	2132	0.0001657954676	1.010729446			
2334	3988	0.0001675743611	IL15RA	3601	3601	0.0001657957212	1.0107279			
3162	4419	0.0001675743611	POMT2	29954	29954	0.0001657960197	1.01072608			
3231	4348	0.0001675743611	GSTZ1	2954	2954	0.0001657960197	1.01072608			
624	1394	0.0001675743611	EVC	2121	2121	0.0001657961415	1.010725338			
3557	2863	0.0001675743611	MECOM	2122	2122	0.0001657961415	1.010725338			
3853	3357	0.0001675743611	CYP46A1	10858	10858	0.0001657961995	1.010724984			
2643	3580	0.0001675743611	BNC1	646	646	0.0001657962815	1.010724484			
3298	2760	0.0001675743611	LAMA4	3910	3910	0.0001657964841	1.010723249			
4194	3038	0.0001675743611	LAMA2	3908	3908	0.0001657964841	1.010723249			
784	1468	0.0001675743611	LAMC2	3918	3918	0.0001657964841	1.010723249			
4116	3059	0.0001675743611	LAMB4	22798	22798	0.0001657964841	1.010723249			
3636	2379	0.0001675743611	LAMA1	284217	284217	0.0001657964841	1.010723249			
3796	2515	0.0001675743611	LAMA3	3909	3909	0.0001657964841	1.010723249			
958	2085	0.0001675743611	LAMB2	3913	3913	0.0001657964841	1.010723249			
931	2086	0.0001675743611	LAMC1	3915	3915	0.0001657964841	1.010723249			
4115	3058	0.0001675743611	LAMC3	10319	10319	0.0001657964841	1.010723249			
2887	4489	0.0001675743611	GJB5	2709	2709	0.0001657965586	1.010722795			
3277	4365	0.0001675743611	CTAG1A	246100	246100	0.0001657966327	1.010722343			
3078	4312	0.0001675743611	LY75	4065	4065	0.0001657966327	1.010722343			
602	2337	0.0001675743611	F2RL3	9002	9002	0.0001657969636	1.010720326			
2737	3843	0.0001675743611	ADGRB2	576	576	0.0001657969939	1.010720142			
2923	4520	0.0001675743611	PSPH	5723	5723	0.0001657972698	1.010718459			
1798	1121	0.0001675743611	ITGB8	3696	3696	0.0001657975517	1.010716741			
2800	3761	0.0001675743611	ERF	2077	2077	0.0001657979923	1.010714055			
2581	3681	0.0001675743611	EIF5	1983	1983	0.0001657979923	1.010714055			
3229	4346	0.0001675743611	HOXC4	3221	3221	0.0001657981989	1.010712795			
2645	3589	0.0001675743611	AP2B1	163	163	0.0001657983803	1.01071169			
4086	3065	0.0001675743611	TNKS	8658	8658	0.0001657985005	1.010710957			
3345	2774	0.0001675743611	TNKS2	80351	80351	0.0001657985005	1.010710957			
2284	4773	0.0001675743611	GRID1	2894	2894	0.0001657985714	1.010710525			
3107	4193	0.0001675743611	SLC25A10	1468	1468	0.0001657989175	1.010708415			
2891	4478	0.0001675743611	CSRP1	1465	1465	0.0001657989175	1.010708415			
3108	4194	0.0001675743611	CST2	1470	1470	0.0001657989175	1.010708415			
3088	4292	0.0001675743611	CTAG2	30848	30848	0.0001657990692	1.01070749			
3114	4200	0.0001675743611	H3C2	8358	8358	0.000165799209	1.010706638			
2316	4007	0.0001675743611	GNG7	2788	2788	0.0001657992854	1.010706173			
2750	3743	0.0001675743611	CLEC4C	170482	170482	0.0001657998748	1.01070258			
4130	3119	0.0001675743611	ANGPTL3	27329	27329	0.0001657998846	1.01070252			
2330	4005	0.0001675743611	GPR20	2843	2843	0.0001658000988	1.010701214			
2490	4048	0.0001675743611	GZMH	2999	2999	0.0001658003542	1.010699657			
954	2126	0.0001675743611	NOX4	50507	50507	0.0001658004703	1.010698949			
2495	4054	0.0001675743611	HOXA3	3200	3200	0.0001658005709	1.010698336			
3083	4317	0.0001675743611	SAP130	79595	79595	0.000165800808	1.010696891			
3222	4447	0.0001675743611	SF3B2	10992	10992	0.000165800808	1.010696891			
2895	4484	0.0001675743611	GPC5	2262	2262	0.0001658016112	1.010691994			
4315	3157	0.0001675743611	HPCAL1	3241	3241	0.0001658019024	1.01069022			
2869	4601	0.0001675743611	MCHR2	84539	84539	0.0001658021645	1.010688622			
2496	4055	0.0001675743611	NAE1	8883	8883	0.0001658023619	1.010687418			
1068	2221	0.0001675743611	UBA3	9039	9039	0.0001658023619	1.010687418			
3159	4416	0.0001675743611	BRINP3	339479	339479	0.0001658025981	1.010685979			
2981	4739	0.0001675743611	GPS1	2873	2873	0.000165802731	1.010685169			
4108	3051	0.0001675743611	PLA2G5	5322	5322	0.0001658029058	1.010684103			
4127	3113	0.0001675743611	PLA2G10	8399	8399	0.0001658029058	1.010684103			
2960	4713	0.0001675743611	IL17RC	84818	84818	0.0001658035992	1.010679876			
4346	3171	0.0001675743611	GGPS1	9453	9453	0.0001658043073	1.01067556			
3513	2829	0.0001675743611	STING1	340061	340061	0.0001658049888	1.010671406			
3216	4442	0.0001675743611	XPNPEP3	63929	63929	0.0001658053876	1.010668975			
3548	2853	0.0001675743611	LNPEP	4012	4012	0.0001658053876	1.010668975			
2870	4548	0.0001675743611	METAP1	23173	23173	0.0001658053876	1.010668975			
3249	4338	0.0001675743611	DNPEP	23549	23549	0.0001658053876	1.010668975			
2897	4486	0.0001675743611	NPEPPS	9520	9520	0.0001658053876	1.010668975			
